6.462721993672244761e-07 4.290100000000000728e+04
6.463496241321853942e-07 4.250000000000000728e+04
6.464270488971462065e-07 4.241400000000000728e+04
6.465044736621071246e-07 4.305500000000000728e+04
6.465818984270679369e-07 4.306100000000000728e+04
6.466593231920288551e-07 4.291800000000000728e+04
6.467367479569896673e-07 4.262900000000000000e+04
6.468141727219505855e-07 4.272600000000000728e+04
6.468915974869113978e-07 4.175600000000000728e+04
6.469690222518723159e-07 4.213000000000000728e+04
6.470464470168331282e-07 4.310400000000000728e+04
6.471238717817940463e-07 4.389100000000000728e+04
6.472012965467548586e-07 4.331000000000000728e+04
6.472787213117157768e-07 4.236600000000000000e+04
6.473561460766766949e-07 4.262300000000000728e+04
6.474335708416375072e-07 4.198800000000000728e+04
6.475109956065984253e-07 4.095700000000000728e+04
6.475884203715592376e-07 4.096400000000000728e+04
6.476658451365201558e-07 4.233800000000000000e+04
6.477432699014809680e-07 4.217800000000000000e+04
6.478206946664418862e-07 4.168900000000000728e+04
6.478981194314026985e-07 4.016900000000000728e+04
6.479755441963636166e-07 3.680200000000000728e+04
6.480529689613244289e-07 3.798800000000000728e+04
6.481303937262853470e-07 4.245700000000000728e+04
6.482078184912461593e-07 4.661400000000000728e+04
6.482852432562070775e-07 4.447500000000000000e+04
6.483626680211678897e-07 4.363800000000000728e+04
6.484400927861288079e-07 4.386000000000000728e+04
6.485175175510897260e-07 4.385700000000000728e+04
6.485949423160505383e-07 4.338000000000000728e+04
6.486723670810114565e-07 4.374700000000000728e+04
6.487497918459722687e-07 4.400200000000000000e+04
6.488272166109331869e-07 4.434700000000000728e+04
6.489046413758939992e-07 4.403600000000000728e+04
6.489820661408549173e-07 4.376800000000000000e+04
6.490594909058157296e-07 4.337200000000000728e+04
6.491369156707766478e-07 4.306800000000000728e+04
6.492143404357374600e-07 4.437500000000000000e+04
6.492917652006983782e-07 4.304500000000000728e+04
6.493691899656591905e-07 4.276800000000000728e+04
6.494466147306201086e-07 4.398300000000000000e+04
6.495240394955809209e-07 4.387500000000000000e+04
6.496014642605418390e-07 4.313300000000000728e+04
6.496788890255027572e-07 4.348600000000000000e+04
6.497563137904635695e-07 4.393300000000000728e+04
6.498337385554244876e-07 4.393600000000000728e+04
6.499111633203852999e-07 4.476800000000000728e+04
6.499885880853462180e-07 4.423100000000000000e+04
6.500660128503070303e-07 4.441100000000000000e+04
6.501434376152679485e-07 4.492000000000000728e+04
